store_id,category,week_start,revenue,units,unique_baskets,realized_discount,eff_discount_rate,treated_planned,treated_realized,promo_type,discount_depth_plan,baseline_revenue_4w_nonpromo,lift_pct_revenue,baseline_rev_4w_pre_any,lift_pct_revenue_any,baseline_rev_12w_nonpromo,lift_pct_revenue_nonpromo12,baseline_rev_8w_pre_allowpromo2,lift_pct_revenue_8w_allowpromo2,baseline_rev_seasonal_woi,lift_pct_revenue_seasonal,units_1w_pre,units_4w_pre,trend_4w_units,revenue_1w_pre,revenue_4w_pre,avg_price_pre_4w,promo_freq_8w,realized_promo_freq_8w,week_of_year,is_year_start,is_year_end
S0001,Alcohol,2024-12-29,1071.14,90,51,29.053904528698617,0.027124283033682445,1,1,Manager_Special,10.0,,,,,,,,,,,,,,,,,,,52,0,1
S0001,Alcohol,2025-01-05,2292.06,190,114,46.9481714384874,0.020482959188890083,0,1,None,,,,1071.14,1.1398323281737213,,,,,,,90.0,90.0,,1071.14,1071.14,11.901555555555557,1.0,1.0,1,1,0
S0001,Alcohol,2025-01-12,1648.94,135,76,14.36107912142152,0.008709279368213228,0,1,None,,,,1681.6,-0.019421979067554624,,,,,,,190.0,140.0,,2292.06,1681.6,11.982514619883041,1.0,2.0,2,1,0
S0001,Alcohol,2025-01-19,1582.21,134,81,6.324929577007968,0.003997528505702762,0,1,None,,,,1670.7133333333334,-0.052973380631825925,,,,,,,135.0,138.33333333333334,,1648.94,1670.7133333333334,12.059799870045486,1.0,3.0,3,0,0
S0001,Alcohol,2025-01-26,1682.84,146,82,3.53422974376787,0.00210015791386458,0,1,None,,,,1648.5875,0.020776877175157416,,,,,,,134.0,137.25,7.7,1582.21,1648.5875,11.996734230892322,1.0,4.0,4,0,0
S0001,Alcohol,2025-02-02,2091.49,169,86,32.76471943309751,0.015665730858429882,0,1,None,,,,1801.5125,0.1609633571790369,,,,,,,146.0,151.25,-13.300000000000011,1682.84,1801.5125,11.902920684469187,1.0,5.0,5,0,0
S0001,Alcohol,2025-02-09,2281.98,185,99,59.729025634149,0.02617421083188678,0,1,None,,,,1751.3700000000001,0.3029685332054334,,,,,,,169.0,146.0,11.400000000000007,2091.49,1751.3700000000001,11.98097238175975,1.0,6.0,6,0,0
S0001,Alcohol,2025-02-16,1796.9,141,77,22.14439996174609,0.01232366851897495,0,1,None,,,,1909.63,-0.059032377999926694,,,,,,,185.0,158.5,17.599999999999998,2281.98,1909.63,12.011136545923915,1.0,7.0,7,0,0
S0001,Alcohol,2025-02-23,2151.79,181,95,46.49471638332451,0.021607460013906798,0,1,None,,,,1963.3025,0.09600532775769396,,,,,,,141.0,160.25,0.09999999999999612,1796.9,1963.3025,12.245245125367125,1.0,8.0,8,0,0
S0001,Alcohol,2025-03-02,2182.08,179,97,21.555814314056718,0.009878562799740028,0,1,None,,,,2080.54,0.04880463725763502,,,,,,,181.0,169.0,-0.7999999999999915,2151.79,2080.54,12.335755418260486,0.0,8.0,9,0,0
S0001,Alcohol,2025-03-09,1704.9,140,84,11.949030106699762,0.007008639865505168,0,1,None,,,,2103.1875,-0.18937327271106352,,,,,,,179.0,171.5,2.199999999999989,2182.08,2103.1875,12.28943306528042,0.0,8.0,10,0,0
S0001,Alcohol,2025-03-16,1964.93,159,87,66.82961048177974,0.034011191483553985,0,1,None,,,,1958.9175000000005,0.003069297201132559,,,,,,,140.0,160.25,-0.499999999999989,1704.9,1958.9175000000005,12.250140594237948,0.0,8.0,11,0,0
S0001,Alcohol,2025-03-23,1422.57,116,75,18.43825362070085,0.012961227651856042,0,1,None,,,,2000.9250000000002,-0.2890438172345291,,,,,,,159.0,164.75,-10.500000000000016,1964.93,2000.9250000000002,12.153660265052881,0.0,8.0,12,0,0
S0001,Alcohol,2025-03-30,2036.6,160,94,148.12537054187882,0.0727316952479028,0,1,None,,,,1818.6200000000003,0.119860113712595,,,,,,,116.0,148.5,-17.000000000000007,1422.57,1818.6200000000003,12.247458250383422,0.0,8.0,13,0,0
S0001,Alcohol,2025-04-06,1487.71,125,75,5.397180178945441,0.003627844256572478,0,1,None,,,,1782.2500000000002,-0.16526301023986542,,,,,,,160.0,143.75,1.6999999999999986,2036.6,1782.2500000000002,12.382047985020293,0.0,8.0,14,0,0
S0001,Alcohol,2025-04-13,2031.91,166,89,19.14265825604387,0.009421016804899759,0,1,None,,,,1727.9525,0.17590616640214354,,,,,,,125.0,140.0,-5.800000000000007,1487.71,1727.9525,12.313003699306007,0.0,8.0,15,0,0
S0001,Alcohol,2025-04-20,1863.15,153,83,9.164019811654423,0.0049185625481869,1,1,BOGO,50.0,,,1744.6975000000002,0.06789285821754193,,,,,,,166.0,141.75,11.50000000000002,2031.91,1744.6975000000002,12.2835965423764,0.0,8.0,16,0,0
S0001,Alcohol,2025-04-27,2218.32,182,105,0.0,0.0,0,0,None,,,,1854.8425000000004,0.19596138216587103,,,,,,,153.0,151.0,2.0000000000000093,1863.15,1854.8425000000004,12.262075666784787,1.0,8.0,17,0,0
S0001,Alcohol,2025-05-04,2229.28,188,97,2.7419865306287052,0.0012299874984877202,0,1,None,,2218.32,0.004940675826751792,1900.2725000000003,0.1731370106129515,2218.32,0.004940675826751792,2037.7933333333337,0.09396765782594886,,,182.0,156.5,15.80000000000002,2218.32,1900.2725000000003,12.127031023927644,1.0,7.0,18,0,0
S0001,Alcohol,2025-05-11,2363.28,188,100,53.2927253372403,0.022550322152787777,1,1,Bundle,10.0,2218.32,0.0653467488910527,2085.6650000000004,0.13310622751017048,2218.32,0.0653467488910527,2103.5833333333335,0.12345442300835877,,,188.0,172.25,9.500000000000005,2229.28,2085.6650000000004,12.116079109034025,1.0,7.0,19,0,0
S0001,Alcohol,2025-05-18,1871.1200000000001,154,81,25.65865648276929,0.013712993545453678,0,1,None,,2218.32,-0.15651484005914387,2168.5075000000006,-0.1371392536110668,2218.32,-0.15651484005914387,2270.2933333333335,-0.1758245630520579,,,188.0,177.75,11.100000000000007,2363.28,2168.5075000000006,12.198633261815365,2.0,7.0,20,0,0
S0001,Alcohol,2025-05-25,1791.4,144,82,20.23109124757412,0.011293452745101105,1,1,Bundle,20.0,2218.32,-0.19245194561650258,2170.5000000000005,-0.17466021653996788,2218.32,-0.19245194561650258,,,,,154.0,178.0,-8.399999999999983,1871.1200000000001,2170.5000000000005,12.191802984249794,2.0,7.0,21,0,0
S0001,Alcohol,2025-06-01,2125.44,161,85,23.829161209609634,0.011211401502564002,0,1,None,,2218.32,-0.041869522882181154,2063.7700000000004,0.029882205865963553,2218.32,-0.041869522882181154,,,,,144.0,168.5,-16.60000000000001,1791.4,2063.7700000000004,12.25472957155138,3.0,7.0,22,0,0
S0001,Alcohol,2025-06-08,1670.24,140,80,45.53736808705667,0.027263966907184998,0,1,None,,2218.32,-0.24706985466479142,2037.8100000000002,-0.18037501042786136,2218.32,-0.24706985466479142,,,,,161.0,161.75,-9.100000000000005,2125.44,2037.8100000000002,12.590634157252452,3.0,7.0,23,0,0
S0001,Alcohol,2025-06-15,2156.25,170,98,12.28597174487124,0.0056978419686359374,0,1,None,,2218.32,-0.027980633993292293,1864.5500000000002,0.1564452548872381,2218.32,-0.027980633993292293,,,,,140.0,149.75,-2.4999999999999916,1670.24,1864.5500000000002,12.430546011355794,3.0,7.0,24,0,0
S0001,Alcohol,2025-06-22,1972.15,162,80,91.76978772021928,0.04653286399118692,0,1,None,,2218.32,-0.11097136571820118,1935.8325000000002,0.01876066240235138,2218.32,-0.11097136571820118,,,,,170.0,153.75,5.700000000000014,2156.25,1935.8325000000002,12.563969426176268,2.0,7.0,25,0,0
S0001,Alcohol,2025-06-29,1792.2,159,87,37.91155325965327,0.021153639805631775,1,1,Bundle,20.0,2218.32,-0.19209131234447693,1981.02,-0.0953145349365478,2218.32,-0.19209131234447693,,,,,162.0,158.25,3.3000000000000207,1972.15,1981.02,12.497341339756513,2.0,8.0,26,0,0
S0001,Alcohol,2025-07-06,2735.35,216,110,46.853814549455954,0.017129001608370394,0,1,None,,2218.32,0.23307277579429464,1897.7100000000003,0.4413951552133885,2218.32,0.23307277579429464,,,,,159.0,157.75,4.900000000000015,1792.2,1897.7100000000003,12.014893197250949,3.0,8.0,27,0,0
S0001,Alcohol,2025-07-13,2247.45,168,93,173.94974534216638,0.07739871647519028,0,1,None,,2218.32,0.01313155901763481,2163.9875,0.03856884570728788,2218.32,0.01313155901763481,,,,,216.0,176.75,13.499999999999995,2735.35,2163.9875,12.198236120531371,2.0,8.0,28,0,0
S0001,Alcohol,2025-07-20,1907.47,152,86,55.16068080110564,0.02891824290872498,0,1,None,,2218.32,-0.1401285657614772,2186.7875000000004,-0.12772960335652198,2218.32,-0.1401285657614772,,,,,168.0,176.25,7.500000000000001,2247.45,2186.7875000000004,12.371699881035571,2.0,8.0,29,0,0
S0001,Alcohol,2025-07-27,1677.05,139,81,47.89330142197829,0.028558064113758264,0,1,None,,2218.32,-0.24399996393667286,2170.6175000000003,-0.22738575543595327,2218.32,-0.24399996393667286,,,,,152.0,173.75,-6.899999999999972,1907.47,2170.6175000000003,12.465544707221408,1.0,8.0,30,0,0
S0001,Alcohol,2025-08-03,1943.49,157,84,114.85579366855836,0.05909770241604452,1,1,Manager_Special,30.0,2218.32,-0.1238910526885211,2141.83,-0.09260305439740779,2218.32,-0.1238910526885211,,,,,139.0,168.75,-24.700000000000017,1677.05,2141.83,12.663897157336788,1.0,8.0,31,0,0
S0001,Alcohol,2025-08-10,1686.01,137,74,12.052245028457014,0.007148382885307332,0,1,None,,2218.32,-0.23996087128998528,1943.8650000000002,-0.13265067275762474,2218.32,-0.23996087128998528,,,,,157.0,154.0,-4.599999999999986,1943.49,1943.8650000000002,12.592712104847992,2.0,8.0,32,0,0
S0001,Alcohol,2025-08-17,2093.05,170,87,40.56693445745672,0.019381732140874186,0,1,None,,2218.32,-0.0564706624833207,1803.505,0.16054571514911245,2218.32,-0.0564706624833207,,,,,137.0,146.25,-2.6999999999999997,1686.01,1803.505,12.324953045932457,2.0,8.0,33,0,0
S0001,Alcohol,2025-08-24,1920.83,176,94,38.16858821776757,0.01987088301295147,1,1,Coupon,10.0,2218.32,-0.13410599011864843,1849.9,0.0383426131142223,2218.32,-0.13410599011864843,,,,,170.0,150.75,7.300000000000015,2093.05,1849.9,12.265681567604283,2.0,8.0,34,0,0
S0001,Alcohol,2025-08-31,1873.25,148,81,35.62964235562439,0.01902022813592654,0,1,None,,2218.32,-0.15555465397237556,1910.8450000000003,-0.019674541891153,2218.32,-0.15555465397237556,,,,,176.0,160.0,9.00000000000001,1920.83,1910.8450000000003,11.97785629373247,2.0,8.0,35,0,0
S0001,Alcohol,2025-09-07,1470.11,123,72,7.725727247811309,0.005255203520696621,0,1,None,,2218.32,-0.3372867755779149,1893.2850000000003,-0.22351362842889494,2218.32,-0.3372867755779149,,,,,148.0,157.75,3.9000000000000106,1873.25,1893.2850000000003,12.047400643018062,2.0,8.0,36,0,0
S0001,Alcohol,2025-09-14,2226.94,182,91,18.564024227607,0.008336113333815459,0,1,None,,2218.32,0.003885823506076621,1839.3100000000002,0.2107475085765857,2218.32,0.003885823506076621,,,,,123.0,154.25,-16.899999999999984,1470.11,1839.3100000000002,11.958768514361008,2.0,8.0,37,0,0
S0001,Alcohol,2025-09-21,2002.58,165,90,28.747584636270705,0.014355274014656446,0,1,None,,2218.32,-0.09725377763352457,1872.7825,0.06930730076770789,2218.32,-0.09725377763352457,,,,,182.0,157.25,-0.699999999999992,2226.94,1872.7825,11.939737324962172,2.0,8.0,38,0,0
S0001,Alcohol,2025-09-28,1334.7,152,85,96.68473931733207,0.07243930420119284,1,1,Coupon,30.0,2218.32,-0.398328464784161,1893.2200000000003,-0.2950106168326978,2218.32,-0.398328464784161,,,,,165.0,154.5,10.999999999999993,2002.58,1893.2200000000003,12.245497741628839,2.0,8.0,39,0,0
S0001,Alcohol,2025-10-05,1806.31,151,87,150.13141462221552,0.08311497728641015,1,1,Bundle,15.0,2218.32,-0.18573064300912412,1758.5825000000002,0.02713975602509392,2218.32,-0.18573064300912412,,,,,152.0,155.5,7.000000000000023,1334.7,1758.5825000000002,11.276454356138084,2.0,8.0,40,0,0
S0001,Alcohol,2025-10-12,1945.0,158,89,4.0567626051025885,0.002085739128587449,0,1,None,,2218.32,-0.12321035738757265,1842.6325000000002,0.055555027928792,2218.32,-0.12321035738757265,,,,,151.0,162.5,-10.599999999999996,1806.31,1842.6325000000002,11.279005371052207,3.0,8.0,41,0,0
S0001,Alcohol,2025-10-19,1840.35,150,83,29.92594190423844,0.01626100573490827,1,1,Coupon,15.0,2218.32,-0.17038569728443156,1772.1475000000003,0.03848579195580483,2218.32,-0.17038569728443156,,,,,158.0,156.5,-2.199999999999995,1945.0,1772.1475000000003,11.297553500138312,3.0,8.0,42,0,0
S0001,Alcohol,2025-10-26,2004.63,166,86,23.179277052518888,0.011562870481095706,0,1,None,,2218.32,-0.09632965487395868,1731.5900000000001,0.15768166829330266,2218.32,-0.09632965487395868,,,,,150.0,152.75,0.10000000000001234,1840.35,1731.5900000000001,11.33059137892619,3.0,8.0,43,0,0
S0001,Bakery,2024-12-29,282.64,67,41,7.666407356640005,0.02712428303368244,0,1,None,,,,1863.886666666667,-0.8483598788195277,,,,,,,,153.0,,,1863.886666666667,12.180481487691061,3.0,7.0,52,0,1
S0001,Bakery,2025-01-05,652.13,161,99,13.357552175850891,0.020482959188890086,0,1,None,,,,1355.996666666667,-0.519076988881487,,,,,,,67.0,125.0,,282.64,1355.996666666667,9.599211348321683,3.0,7.0,1,1,0
S0001,Bakery,2025-01-12,651.9,161,82,5.677579220138203,0.008709279368213228,0,1,None,,,,925.0400000000003,-0.29527371789328055,,,,,,,161.0,126.0,,652.13,925.0400000000003,6.846001452365502,3.0,7.0,2,1,0
S0001,Bakery,2025-01-19,592.1,147,85,2.3669366282266053,0.003997528505702762,0,1,None,,,,528.8900000000003,0.11951445480156489,,,,,,,161.0,129.66666666666666,,651.9,528.8900000000003,4.106024226692624,3.0,7.0,3,0,0
S0001,Bakery,2025-01-26,708.58,174,103,1.4881298946061643,0.00210015791386458,0,1,None,,,,544.6925000000002,0.30088077217879766,,,,,,,147.0,134.0,24.00000000000001,592.1,544.6925000000002,4.086490959135114,2.0,7.0,4,0,0
S0001,Bakery,2025-02-02,565.17,146,80,8.853801109258816,0.015665730858429882,0,1,None,,,,651.1775000000002,-0.13207996283655415,,,,,,,174.0,160.75,2.4999999999999982,708.58,651.1775000000002,4.049938806107151,1.0,7.0,5,0,0
S0001,Bakery,2025-02-09,793.1,194,96,20.758766610769406,0.02617421083188678,0,1,None,,,,629.4375000000002,0.2600139013007641,,,,,,,146.0,157.0,-1.8000000000000052,565.17,629.4375000000002,4.005071431819735,1.0,7.0,6,0,0
S0001,Bakery,2025-02-16,543.48,137,83,6.697667366692507,0.012323668518974951,0,1,None,,,,664.7375000000002,-0.18241411083322384,,,,,,,194.0,165.25,11.300000000000002,793.1,664.7375000000002,4.01484043354862,0.0,7.0,7,0,0
S0001,Bakery,2025-02-23,668.68,166,98,14.448476362099195,0.021607460013906794,0,1,None,,,,652.5825000000002,0.024667379220251442,,,,,,,137.0,162.75,-6.299999999999976,543.48,652.5825000000002,3.999619469250492,0.0,8.0,8,0,0
S0001,Bakery,2025-03-02,720.93,173,88,7.121752279216577,0.009878562799740026,0,1,None,,,,642.6075000000003,0.12188233097186013,,,,,,,166.0,160.75,0.29999999999999244,668.68,642.6075000000003,3.9885929493778978,0.0,8.0,9,0,0
S0001,Bakery,2025-03-09,571.38,149,84,4.0045966463523435,0.007008639865505169,0,1,None,,,,681.5475000000002,-0.16164317233941905,,,,,,,173.0,167.5,-3.399999999999997,720.93,681.5475000000002,4.062642458444333,0.0,8.0,10,0,0
S0001,Bakery,2025-03-16,629.27,153,86,21.402222464856017,0.034011191483553985,0,1,None,,,,626.1175000000003,0.00503499742460431,,,,,,,149.0,156.25,4.299999999999996,571.38,626.1175000000003,3.9992976511378906,0.0,8.0,11,0,0
S0001,Bakery,2025-03-23,553.9399999999999,135,80,7.179742445469136,0.012961227651856044,0,1,None,,,,647.5650000000003,-0.14458008076409365,,,,,,,153.0,160.25,-6.300000000000012,629.27,647.5650000000003,4.035764780568739,0.0,8.0,12,0,0
S0001,Bakery,2025-03-30,603.5699999999999,151,90,43.89866930077669,0.0727316952479028,0,1,None,,,,618.8800000000002,-0.02473823681489187,,,,,,,135.0,152.5,-10.999999999999979,553.9399999999999,618.8800000000002,4.054531402612469,0.0,8.0,13,0,0
S0001,Bakery,2025-04-06,561.27,144,82,2.0362001458864345,0.0036278442565724775,1,1,BOGO,50.0,,,589.5400000000002,-0.04795264104216881,,,,,,,151.0,147.0,-1.2000000000000015,603.5699999999999,589.5400000000002,4.0120131237011645,0.0,8.0,14,0,0
S0001,Bakery,2025-04-13,565.84,140,81,5.33078814888448,0.009421016804899759,0,1,None,,,,587.0125000000002,-0.03606822682651583,,,,,,,144.0,145.75,-1.0999999999999837,561.27,587.0125000000002,4.027748931866713,1.0,8.0,15,0,0
S0001,Bakery,2025-04-20,577.03,144,72,2.838158147180287,0.004918562548186901,0,1,None,,,,571.1550000000002,0.010286174506044366,,,,,,,140.0,142.5,0.7999999999999927,565.84,571.1550000000002,4.009958549046918,1.0,8.0,16,0,0
S0001,Bakery,2025-04-27,702.89,175,94,0.0,0.0,0,0,None,,,,576.9275000000002,0.21833332611116596,,,,,,,144.0,144.75,-2.500000000000009,577.03,576.9275000000002,3.9859319286765476,1.0,8.0,17,0,0
S0001,Bakery,2025-05-04,642.94,163,90,0.790808162277695,0.0012299874984877204,1,1,Bundle,15.0,702.89,-0.08529072827896247,601.7575000000003,0.0684370365138777,702.89,-0.08529072827896247,615.2533333333332,0.04500043342579779,,,175.0,150.75,9.700000000000005,702.89,601.7575000000003,3.9907724206349204,1.0,7.0,18,0,0
S0001,Bakery,2025-05-11,645.95,166,85,14.566380594593266,0.022550322152787777,0,1,None,,702.89,-0.08100840814352166,622.1750000000003,0.03821272150118494,702.89,-0.08100840814352166,640.9533333333334,0.007795679352630981,,,163.0,155.5,9.999999999999995,642.94,622.1750000000003,4.002449631780115,2.0,7.0,19,0,0
S0001,Bakery,2025-05-18,591.41,144,82,8.11000151271676,0.01371299354545368,1,1,Bundle,15.0,702.89,-0.15860234176044619,642.2025000000002,-0.07909109665565024,702.89,-0.15860234176044619,663.9266666666666,-0.10922391027121468,,,166.0,162.0,5.4000000000000075,645.95,642.2025000000002,3.964837325411785,2.0,7.0,20,0,0
S0001,Bakery,2025-05-25,561.27,137,78,6.338676222242897,0.011293452745101107,0,1,None,,702.89,-0.20148245102363102,645.7975000000002,-0.1308885525261405,702.89,-0.20148245102363102,,,,,144.0,162.0,-8.999999999999996,591.41,645.7975000000002,3.9898026031895624,3.0,7.0,21,0,0
S0001,Bakery,2025-06-01,615.59,152,90,6.901626650963375,0.011211401502564004,0,1,None,,702.89,-0.12420151090497795,610.3925000000003,0.008515012881055651,702.89,-0.12420151090497795,,,,,137.0,152.5,-10.000000000000007,561.27,610.3925000000003,4.009889360228144,3.0,7.0,22,0,0
S0001,Bakery,2025-06-08,489.9,129,73,13.356617387829928,0.027263966907184994,1,1,Bundle,10.0,702.89,-0.30302038725831926,603.5550000000003,-0.18830926758953245,702.89,-0.30302038725831926,,,,,152.0,149.75,-4.900000000000009,615.59,603.5550000000003,4.036268618381196,2.0,7.0,23,0,0
S0001,Bakery,2025-06-15,767.08,191,101,4.370700617301256,0.005697841968635938,0,1,None,,702.89,0.0913229666092846,564.5425000000002,0.35876395488382135,702.89,0.0913229666092846,,,,,129.0,140.5,-3.0000000000000044,489.9,564.5425000000002,4.012870957972117,3.0,7.0,24,0,0
S0001,Bakery,2025-06-22,535.98,142,83,24.940684441996368,0.046532863991186925,1,1,Manager_Special,25.0,702.89,-0.2374624763476504,608.4600000000003,-0.11912040232718701,702.89,-0.2374624763476504,,,,,191.0,152.25,13.9,767.08,608.4600000000003,3.9901488993624605,3.0,7.0,25,0,0
